"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2023","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","801,062,000",""
"SURVEY","2023","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","816,085,000",""
"SURVEY","2023","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","820,608,000",""
"SURVEY","2023","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","761,801,000",""
"SURVEY","2023","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","824,609,000",""
"SURVEY","2023","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","761,367,000",""
"SURVEY","2022","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","738,353,000",""
"SURVEY","2022","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","862,696,000",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","776,729,000",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","714,577,000",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","755,990,000",""
"SURVEY","2022","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","758,278,000",""
"SURVEY","2022","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","809,283,000",""
"SURVEY","2022","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","824,227,000",""
"SURVEY","2022","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","780,516,000",""
"SURVEY","2022","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","793,697,000",""
"SURVEY","2022","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","809,866,000",""
"SURVEY","2022","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","806,793,000",""
"SURVEY","2021","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","762,490,000",""
"SURVEY","2021","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","799,291,000",""
"SURVEY","2021","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","764,863,000",""
"SURVEY","2021","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","676,811,000",""
"SURVEY","2021","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","745,333,000",""
"SURVEY","2021","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","769,482,000",""
"SURVEY","2021","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","804,546,000",""
"SURVEY","2021","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","832,268,000",""
"SURVEY","2021","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","738,974,000",""
"SURVEY","2021","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","750,041,000",""
"SURVEY","2021","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","771,996,000",""
"SURVEY","2021","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","794,794,000",""
"SURVEY","2020","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","752,639,000",""
"SURVEY","2020","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","771,711,000",""
"SURVEY","2020","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","768,072,000",""
"SURVEY","2020","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","716,853,000",""
"SURVEY","2020","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","820,185,000",""
"SURVEY","2020","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","786,204,000",""
"SURVEY","2020","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","773,413,000",""
"SURVEY","2020","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","810,822,000",""
"SURVEY","2020","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","732,215,000",""
"SURVEY","2020","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","719,244,000",""
"SURVEY","2020","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","787,752,000",""
"SURVEY","2020","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","790,691,000",""
"SURVEY","2019","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","758,442,000",""
"SURVEY","2019","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","805,342,000",""
"SURVEY","2019","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","757,769,000",""
"SURVEY","2019","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","697,844,000",""
"SURVEY","2019","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","788,098,000",""
"SURVEY","2019","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","814,443,000",""
"SURVEY","2019","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","740,052,000",""
"SURVEY","2019","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","730,928,000",""
"SURVEY","2019","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","803,160,000",""
"SURVEY","2019","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","712,323,000",""
"SURVEY","2019","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","849,010,000",""
"SURVEY","2019","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","766,832,000",""
"SURVEY","2018","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","731,074,000",""
"SURVEY","2018","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","822,867,000",""
"SURVEY","2018","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","689,771,000",""
"SURVEY","2018","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","693,788,000",""
"SURVEY","2018","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","772,267,000",""
"SURVEY","2018","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","775,038,000",""
"SURVEY","2018","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","744,790,000",""
"SURVEY","2018","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","742,817,000",""
"SURVEY","2018","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","794,062,000",""
"SURVEY","2018","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","729,068,000",""
"SURVEY","2018","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","819,956,000",""
"SURVEY","2018","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","719,006,000",""
"SURVEY","2017","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","690,347,000",""
"SURVEY","2017","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","809,685,000",""
"SURVEY","2017","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","704,485,000",""
"SURVEY","2017","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","679,684,000",""
"SURVEY","2017","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","749,288,000",""
"SURVEY","2017","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","725,770,000",""
"SURVEY","2017","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","763,011,000",""
"SURVEY","2017","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","771,634,000",""
"SURVEY","2017","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","782,516,000",""
"SURVEY","2017","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","728,307,000",""
"SURVEY","2017","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","783,000,000",""
"SURVEY","2017","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","728,356,000",""
"SURVEY","2016","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","707,069,000",""
"SURVEY","2016","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","793,503,000",""
"SURVEY","2016","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","709,319,000",""
"SURVEY","2016","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","699,896,000",""
