"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2021","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,776,240,000",""
"SURVEY","2021","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,859,411,000",""
"SURVEY","2021","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,061,251,000",""
"SURVEY","2021","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,203,472,000",""
"SURVEY","2020","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,785,456,000",""
"SURVEY","2020","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,955,096,000",""
"SURVEY","2020","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,926,732,000",""
"SURVEY","2020","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,539,919,000",""
"SURVEY","2020","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,254,130,000",""
"SURVEY","2020","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,973,291,000",""
"SURVEY","2020","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,011,992,000",""
"SURVEY","2020","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,125,752,000",""
"SURVEY","2020","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,726,000,000",""
"SURVEY","2020","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,613,671,000",""
"SURVEY","2020","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,102,660,000",""
"SURVEY","2020","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,140,953,000",""
"SURVEY","2019","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,769,674,000",""
"SURVEY","2019","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,107,162,000",""
"SURVEY","2019","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,842,660,000",""
"SURVEY","2019","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,331,433,000",""
"SURVEY","2019","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,929,047,000",""
"SURVEY","2019","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,147,407,000",""
"SURVEY","2019","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,677,554,000",""
"SURVEY","2019","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,529,234,000",""
"SURVEY","2019","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,080,062,000",""
"SURVEY","2019","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,544,504,000",""
"SURVEY","2019","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,439,282,000",""
"SURVEY","2019","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,888,978,000",""
"SURVEY","2018","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,586,809,000",""
"SURVEY","2018","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,168,459,000",""
"SURVEY","2018","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,287,589,000",""
"SURVEY","2018","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,322,698,000",""
"SURVEY","2018","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,832,542,000",""
"SURVEY","2018","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,813,719,000",""
"SURVEY","2018","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,632,253,000",""
"SURVEY","2018","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,633,484,000",""
"SURVEY","2018","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,964,043,000",""
"SURVEY","2018","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,583,164,000",""
"SURVEY","2018","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,184,403,000",""
"SURVEY","2018","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,532,355,000",""
"SURVEY","2017","APR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,267,049,000",""
"SURVEY","2017","AUG","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,000,781,000",""
"SURVEY","2017","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,418,174,000",""
"SURVEY","2017","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,185,729,000",""
"SURVEY","2017","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,644,230,000",""
"SURVEY","2017","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,456,916,000",""
"SURVEY","2017","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,702,145,000",""
"SURVEY","2017","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,756,928,000",""
